"miid","type","url","title","caption","source","mid"
"113","image","uploads/images/mihalisin/figure4.jpg","TempleMVV image: 4 response variables vs. age, sex, education",NA,NA,"263"
"114","image","uploads/images/mihalisin/figure5.jpg","TempleMVV image: 4-way association",NA,NA,"263"
"116","image","uploads/images/montizon-dotmap.jpg","Dot map of population of France, 1830",NA,NA,"105"
"117","image","uploads/images/muybridge_galloping_horse.jpg","Galloping Horse, 1878",NA,NA,"141"
"118","image","uploads/images/nautonier1.jpg","Le Nautonier&#039;s geomagentic map",NA,NA,"28"
"119","image","uploads/images/nautonier2.gif","Modern re-creation of the magnetic equator after Le Nautonier",NA,NA,"28"
"121","image","uploads/images/palsky/guerry/carte1s.jpg","Guerry&#039;s map of crimes against persons in France",NA,NA,"107"
"122","image","uploads/images/palsky/guerry/carte2s.jpg","Guerry&#039;s map of crimes against property in France",NA,NA,"107"
"123","image","uploads/images/palsky/guerry/carte3s.jpg","Guerry&#039;s map of &quot;instruction&#039;&#039; in France",NA,NA,"107"
"124","image","uploads/images/palsky/guerry/carte6s.jpg","Guerry&#039;s map of suicides",NA,NA,"107"
"126","image","uploads/images/pcars-biplot.gif","Biplot representation of ratings of automobiles",NA,NA,"229"
"133","image","uploads/images/playfair1805-pie2.jpg","Playfair&#039;s 1805 Statistical Representation of the U.S.A.",NA,NA,"89"
"134","image","uploads/images/prostitutes-duchatelet-paris.jpg","Duchatelet&#039;s map showing the distribution of prostitutes in Paris",NA,NA,"112"
"135","image","uploads/images/prostitutes-duchatelet.jpg","Duchatelet&#039;s map showing the origins of prostitutes in Paris",NA,NA,"112"
"137","image","uploads/images/rorick1982-weathermap-lg.jpg","image",NA,NA,"254"
"138","image","uploads/images/ruddy/image008.jpg","Trellis-like time series graphs of tuberculosis",NA,NA,"181"
"139","image","uploads/images/ruddy/repro09a.jpg","Trellis-like time series graphs of infant mortality",NA,NA,"181"
"140","image","uploads/images/ruddy/repro12.jpg","3D Histogram: The course of death in Saxony",NA,NA,"181"
"144","image","uploads/images/rumsey/berghaus-vonhumbolt.jpg","von Humboldt isotherms from Berghaus&#039; 1849 Atlas",NA,NA,"93"
"145","image","uploads/images/rumsey/kombst-0372033.jpg","Ethnographical map of Europe",NA,NA,"119"
"146","image","uploads/images/rumsey/vonhumboldt-00173023.jpg","von Humboldt charts",NA,NA,"92"
"149","image","uploads/images/smithmap.jpg","Smith&#039;s 1815 map",NA,NA,"90"
"150","image","uploads/images/starcrim2.gif","Star plot of crime rates in US cities",NA,NA,"227"
"152","image","uploads/images/treeviz.gif","TreeViz image of files on the HCIL server",NA,NA,"270"
"154","image","uploads/images/usvismap.gif","US Visibility Map",NA,NA,"253"
"155","image","uploads/images/vauthier-ill01.jpg","Estuaire de la Seine en 1834",NA,NA,"145"
"156","image","uploads/images/vauthier2.jpg","Vauthier contour map",NA,NA,"145"
"159","image","uploads/images/wright-path.jpg","Wright&#039;s first path diagram",NA,NA,"195"
"161","link","http://www.math.yorku.ca/SCS/Online/mosaics/mosaic34.gif","Two-way mosaic of hair color and eye color",NA,NA,"269"
"162","link","http://www.math.yorku.ca/SCS/Online/mosaics/mosaic35.gif","Three-way mosaic of hair color, eye color, and sex",NA,NA,"269"
"165","link","http://www.agocg.ac.uk/train/review/fig12.jpg","CDV screen shot",NA,NA,"274"
"166","link","http://www.agocg.ac.uk/train/review/fig6.jpg","Lexis pencil image",NA,NA,"267"
"167","link","http://www.cce.ed.ac.uk/geddes/Deeds.gif","Notation of Life diagram",NA,NA,"172"
"168","link","http://www.cs.indiana.edu/hyplan/tkeahey/research/fad/images/app-image.gif","Fisheye view of central Washington, D.C.",NA,NA,"250"
"172","link","http://www.maps.jcu.edu.au/course/hist/stats/bert/bert22bs.jpg","Measuring the head with calipers",NA,NA,"160"
"174","link","http://www.research.att.com/~andreas/xgobi/xgobi-example.gif","XGobi screen shot",NA,NA,"271"
"175","image","uploads/images/icons/MoseleyGraph.gif","Moseley graph image",NA,NA,"185"
"178","image","uploads/images/icons/buache.jpg","Buache contour map icon",NA,NA,"65"
"179","image","uploads/images/icons/catalan08.gif","Carte de l&#039;Europe, de l&#039;Afrique du Nord et du Proche-Orient, BNF, ESP 30",NA,NA,"13"
"181","image","uploads/images/icons/funplot.gif","Fourier function plot image",NA,NA,"230"
"182","image","uploads/images/icons/isis/fg1-t.gif","Henderson nomogram icon",NA,NA,"203"
"183","image","uploads/images/icons/isis/fg14b-t.gif","Lalanne contour diagram",NA,NA,"117"
"185","image","uploads/images/icons/isis/fg16-t.gif","von Humboldt isotherm icon",NA,NA,"93"
"186","image","uploads/images/icons/isis/fg17-t.gif","Lalanne nomogram icon",NA,NA,"121"
"188","image","uploads/images/icons/isis/fg3-t.gif","Sylvester&#039;s diagram icon",NA,NA,"154"
"194","image","uploads/images/icons/marey1.jpg","Somersault icon",NA,NA,"159"
"195","image","uploads/images/icons/neurath.jpg","Neurath Isotype image",NA,NA,"198"
"196","image","uploads/images/icons/niepce-photo.jpg","Niepce photo, Point de vue du Gras",NA,NA,"100"
"197","image","uploads/images/icons/oresmekl.gif","Oresme bar graph",NA,NA,"12"
"199","image","uploads/images/icons/planetenkl.gif","Planetary movements icon",NA,NA,"9"
"202","image","uploads/images/icons/scheinersunspots1.gif","Scheiner sunspot image",NA,NA,"35"
"204","image","uploads/images/icons/sieve1.gif","Sieve diagram image",NA,NA,"255"
"206","image","uploads/images/icons/stereo1.jpg","Perozzo stereogram icon",NA,NA,"155"
"207","image","uploads/images/icons/vauthier.gif","Vauthier contour map",NA,NA,"145"
"208","image","uploads/images/CatalanE.jpg","Carte de l&#039;Europe, de l&#039;Afrique du Nord et du Proche-Orient, BNF, ESP 30",NA,NA,"13"
"209","image","uploads/images/DiamondFast.jpg","DiamondFast image, overlaid time series, aligned and rescaled interactively",NA,NA,"261"
"210","image","uploads/images/Halley.gif","Halley&#039;s diagram",NA,NA,"52"
"212","image","uploads/images/babbage1822.jpg","Babbage Difference Engine",NA,NA,"97"
"213","image","uploads/images/bachi.gif","Bachi number patterns",NA,NA,"223"
"214","image","uploads/images/bayebeta.gif","Bayes&#039; Graph of the beta density",NA,NA,"69"
"215","image","uploads/images/bertin-ve.jpg","Bertin&#039;s seven visual variables",NA,NA,"222"
"216","image","uploads/images/cdcstomach.gif","CDC map of incidence of stomach cancer",NA,NA,"234"
"219","image","uploads/images/draftpl3.gif","USA 1970 Draft Lottery Data, with median and quartile traces",NA,NA,"239"
"220","image","uploads/images/dupin.gif","Dupin choropleth map of France",NA,NA,"94"
"221","image","uploads/images/enpc/fourfigures.gif","Four type of graphs illustrated by Levasseur",NA,NA,"168"
"222","image","uploads/images/enpc/img09a.jpg","Minard Tableau graphique",NA,NA,"120"
"223","image","uploads/images/faceautm.gif","Faces plot of automobile data, by origin",NA,NA,"231"
"224","image","uploads/images/fourier.gif","Fourier ogive",NA,NA,"96"
"228","image","uploads/images/hertz2.gif","Hertzprung&#039;s first 1911 graphs",NA,NA,"182"
"229","image","uploads/images/hollerith-machine.jpg","Hollerith punched card machine: reader-sorter",NA,NA,"164"
"230","image","uploads/images/hr-diagram.gif","early Hertzsprung-Russell diagram",NA,NA,"182"
"231","image","uploads/images/hstfig18.gif","The &quot;Mark I&#039;&#039; IBM ASCC",NA,NA,"213"
"232","image","uploads/images/huygens-graph.gif","Huygens graph",NA,NA,"46"
"234","image","uploads/images/levasseur/fig-d.png","Area diagram comparing populations of countries to their colonies",NA,NA,"168"
"235","image","uploads/images/levasseur/fig-k.png","Circle diagram of Infant mortality by month in Brussels",NA,NA,"168"
"236","image","uploads/images/levasseur/fig-s.png","Population density in France in 1866",NA,NA,"168"
"237","image","uploads/images/lexis.gif","Lexis diagram",NA,NA,"148"
"239","image","uploads/images/lorenz-curve.gif","Lorenz Curve",NA,NA,"178"
"240","image","uploads/images/madfit22.gif","Hanging rootogram for the fit of a Poisson distribution",NA,NA,"219"
"241","image","uploads/images/main_sequence.jpg","modern Hertzsprung-Russell diagram",NA,NA,"182"
"243","image","uploads/images/minard.gif","Minard&#039;s March on Moscow graphic",NA,NA,"135"
"245","image","uploads/images/muybridge_galloping_horse_s.jpg","Galloping Horse, 1878",NA,NA,"141"
"246","image","uploads/images/nomogram.gif","Lalanne nomogram image",NA,NA,"121"
"249","image","uploads/images/oresme6.gif","Page from Oresme",NA,NA,"12"
"251","image","uploads/images/palsky/bertillon.jpg","Bertillon map",NA,NA,"174"
"254","image","uploads/images/palsky/eells.png","Experimental stimuli",NA,NA,"200"
"257","image","uploads/images/permut2.gif","The reorderable matrix",NA,NA,"222"
"258","image","uploads/images/pie22brk1.gif","Fourfold display",NA,NA,"238"
"259","image","uploads/images/playfair-pie.jpg","Playfair&#039;s 1805 Statistical Representation of the U.S.A.",NA,NA,"89"
"260","image","uploads/images/playfair2.jpg","Playfair&#039;s diagram of population and taxes",NA,NA,"89"
"262","image","uploads/images/priestley.gif","Priestley&#039;s specimen chart of biography",NA,NA,"71"
"263","image","uploads/images/probability.gif","Probability paper",NA,NA,"183"
"265","image","uploads/images/punchedcard.gif","Hollerith punched card",NA,NA,"164"
"266","image","uploads/images/rorick1982-weathermap.jpg","image",NA,NA,"254"
"267","image","uploads/images/somersault.jpg","Somersault image sequence",NA,NA,"159"
"268","image","uploads/images/sparkline-deficit.png","Sparkline of the US deficit, 1983--2003",NA,NA,"276"
"269","image","uploads/images/sparkline.png","Sparkline graphic for 4 stocks",NA,NA,"276"
"270","image","uploads/images/stereo2.jpg","Perozzo stereogram image",NA,NA,"155"
"271","image","uploads/images/stereo3.jpg","Perozzo ilustration of systems for 3D representation",NA,NA,"155"
"273","image","uploads/images/tlens01-s.gif","Table lens screen shot",NA,NA,"273"
"275","image","uploads/images/venndiagram.gif","Venn diagram",NA,NA,"158"
"276","image","uploads/images/vonmayr1.gif","von Mayr&#039;s Area diagram",NA,NA,"150"
"277","image","uploads/images/vonmayr2.gif","von Mayr&#039;s polar diagram",NA,NA,"151"
"278","image","uploads/images/windrose.jpg","Lalanne windrose diagram",NA,NA,"118"
"280","link","http://biocybernaut.com/img/hansberg-h190.jpg","Berger portrait",NA,NA,"205"
"283","link","http://icj.huji.ac.il/images/Bachism.jpg","Bachi portrait",NA,NA,"223"
"285","link","http://www.bbc.co.uk/schools/gcsebitesize/img/gcsechem_61.jpg","Mendeleev portrait",NA,NA,"136"
"286","link","http://www.botany.org/images/pastofficers/Anderson-pres-1952.jpg","Portrait",NA,NA,"204"
"290","link","http://www.maps.jcu.edu.au/course/hist/stats/illust/icons/bert.jpg","Bertillon portrait",NA,NA,"160"
"291","link","http://www.maxmon.com/images/hstfig17.gif","Howard Aiken portrait",NA,NA,"213"
"292","link","http://www.mhs.ox.ac.uk/measurer/images/fig4s.gif","Gemma Frisius at his desk surrounded by instruments and books",NA,NA,"18"
"293","link","http://www.phys-astro.sonoma.edu/BruceMedalists/Russell/russell.jpg","Russell portrait",NA,NA,"182"
"295","link","http://www.york.ac.uk/depts/maths/histstat/people/lexis.gif","Lexis portrait",NA,NA,"148"
"296","link","http://www.york.ac.uk/depts/maths/histstat/people/mayr.gif","von Mayr Portrait",NA,NA,"146"
"299","image","uploads/images/bertin1.gif","Bertin portrait",NA,NA,"222"
"300","image","uploads/images/portraits/Booth.jpg","Booth portrait",NA,NA,"171"
"301","image","uploads/images/portraits/GerolamoCardano.jpg","Gerolamo Cardano portrait",NA,NA,"22"
"302","image","uploads/images/portraits/Henry_Moseley.jpg","Moseley portrait",NA,NA,"185"
"303","image","uploads/images/portraits/Hollerith.jpg","Hollerith portrait",NA,NA,"164"
"304","image","uploads/images/portraits/James_Cowles_Prichard.jpg","James Cowles Prichard portrait",NA,NA,"119"
"306","image","uploads/images/portraits/Monge-10284180.jpg","Monge portrait",NA,NA,"73"
"308","image","uploads/images/portraits/Wheatstone_Charles.jpg","Charles Wheatstone portrait",NA,NA,"110"
"309","image","uploads/images/portraits/Wright.jpg","Sewall Wright portrait",NA,NA,"195"
"310","image","uploads/images/portraits/Zeuner.jpg","Zeuner portrait",NA,NA,"134"
"311","image","uploads/images/portraits/Zworykinkinescope.jpg","Zworykin,portrait, with kinescope",NA,NA,"197"
"312","image","uploads/images/portraits/arbuthnot.jpg","Arbuthnot portrait",NA,NA,"55"
"313","image","uploads/images/portraits/babbage.jpg","Babbage portrait",NA,NA,"97"
"314","image","uploads/images/portraits/bayes.jpg","Bayes portrait",NA,NA,"69"
"315","image","uploads/images/portraits/bertillon.jpg","Bertillon portrait",NA,NA,"160"
"316","image","uploads/images/portraits/boscovich-Croatian_dinar.jpg","Boscovich, on the Croatian dinar",NA,NA,"63"
"317","image","uploads/images/portraits/chernoff.gif","Chernoff portrait",NA,NA,"231"
"320","image","uploads/images/portraits/crome.gif","Crome portrait",NA,NA,"76"
"322","image","uploads/images/portraits/descartes.jpg","Descartes portrait",NA,NA,"37"
"323","image","uploads/images/portraits/dewitt.jpg","de Witt portrait",NA,NA,"47"
"324","image","uploads/images/portraits/dupin-portrait.jpg","Dupin portrait",NA,NA,"99"
"325","image","uploads/images/portraits/dupin-withmap.jpg","Dupin portrait, with his map",NA,NA,"94"
"326","image","uploads/images/portraits/edwin-abbott.jpg","Abbott portrait",NA,NA,"166"
"327","image","uploads/images/portraits/ehrenberg.jpg","Ehrenberg portrait",NA,NA,"241"
"329","image","uploads/images/portraits/faraday.gif","Faraday portrait",NA,NA,"104"
"330","image","uploads/images/portraits/fisher.jpg","R. A. Fisher portrait",NA,NA,"190"
"331","image","uploads/images/portraits/fourier.jpg","Fourier portrait",NA,NA,"96"
"335","image","uploads/images/portraits/geddes.gif","Geddes portrait",NA,NA,"172"
"336","image","uploads/images/portraits/gemma_frisius.jpg","Gemma Frisius portrait",NA,NA,"17"
"337","image","uploads/images/portraits/gibbs.jpg","Gibbs portrait",NA,NA,"142"
"340","image","uploads/images/portraits/halley.jpg","Halley portrait",NA,NA,"49"
"341","image","uploads/images/portraits/harmon.jpg","Harry Harmon portrait",NA,NA,"214"
"342","image","uploads/images/portraits/harness.jpg","Harness portrait",NA,NA,"113"
"343","image","uploads/images/portraits/henry-beck.jpg","Beck portrait",NA,NA,"209"
"344","image","uploads/images/portraits/humboldt.jpg","Humboldt portrait",NA,NA,"92"
"345","image","uploads/images/portraits/humboldt1.jpg","Humboldt portrait, young",NA,NA,"92"
"346","image","uploads/images/portraits/huygens.jpg","Huygens portrait",NA,NA,"42"
"347","image","uploads/images/portraits/jbertin.jpg","Bertin color portrait",NA,NA,"222"
"351","image","uploads/images/portraits/kruskal.jpg","Photo of Joseph Kruskal",NA,NA,"218"
"352","image","uploads/images/portraits/lambert.gif","Lambert portrait",NA,NA,"68"
"353","image","uploads/images/portraits/levasseur47a.jpg","Levasseur portrait",NA,NA,"133"
"354","image","uploads/images/portraits/llull.jpg","Llull portrait",NA,NA,"10"
"355","image","uploads/images/portraits/lumiere.gif","Lumiere brothers portrait",NA,NA,"173"
"357","image","uploads/images/portraits/maxwell.jpg","Portrait of Maxwell",NA,NA,"131"
"358","image","uploads/images/portraits/mayr.jpg","von Mayr portrait",NA,NA,"150"
"361","image","uploads/images/portraits/nautonier.png","Le Nautonier portrait",NA,NA,"28"
"362","image","uploads/images/portraits/neurath1.jpg","Neurath portrait - large",NA,NA,"198"
"363","image","uploads/images/portraits/neurath2.jpg","Neurath portrait - small",NA,NA,"198"
"364","image","uploads/images/portraits/niepce.jpg","Niepce portrait",NA,NA,"100"
"366","image","uploads/images/portraits/oresme.jpg","Oresme portrait",NA,NA,"12"
"368","image","uploads/images/portraits/pascal.jpg","Pascal portrait",NA,NA,"40"
"369","image","uploads/images/portraits/petty.gif","Petty portrait",NA,NA,"50"
"371","image","uploads/images/portraits/priestley.jpg","Priestley portrait",NA,NA,"71"
"373","image","uploads/images/portraits/quetelet.jpg","Quetelet portrait",NA,NA,"101"
"374","image","uploads/images/portraits/roesle.jpg","Rosele portrait",NA,NA,"181"
"375","image","uploads/images/portraits/rorick.jpg","George Rorick portrait",NA,NA,"254"
"376","image","uploads/images/portraits/schultze.jpg","Schultze portrait",NA,NA,"58"
"378","image","uploads/images/portraits/shewhart.jpg","Walter Shewhart portrait",NA,NA,"199"
"379","image","uploads/images/portraits/smith.jpg","William Smith portrait",NA,NA,"90"
"380","image","uploads/images/portraits/snellius.jpg","Snellius portrait",NA,NA,"32"
"382","image","uploads/images/portraits/sylvester_2.jpg","Sylvester portrait",NA,NA,"154"
"383","image","uploads/images/portraits/tartaglia.jpg","Tartaglia portrait",NA,NA,"21"
"384","image","uploads/images/portraits/thurstone.jpg","Thurstone portrait",NA,NA,"202"
"386","image","uploads/images/portraits/tufte.gif","Tufte portrait",NA,NA,"256"
"387","image","uploads/images/portraits/tukey2.jpg","Photo of John W. Tukey",NA,NA,"219"
"388","image","uploads/images/portraits/vauthier.jpg","Vauthier portrait",NA,NA,"145"
"389","image","uploads/images/portraits/venn.jpg","Venn portrait",NA,NA,"158"
"390","image","uploads/images/portraits/verhulst.jpg","Verhulst portrait",NA,NA,"115"
"393","image","uploads/images/people/AndreasBuja.jpg","Andreas Buja portrait",NA,NA,"260"
"394","image","uploads/images/people/BenShneiderman.jpg","Ben Shneiderman portrait",NA,NA,"270"
"395","image","uploads/images/people/DebbieSwayne.jpg","Debbie Swayne portrait",NA,NA,"271"
"397","image","uploads/images/people/HansRiedwyl.gif","Riedwyl portrait",NA,NA,"255"
"398","image","uploads/images/people/JasonDykes.jpg","Jason Dykes portrait",NA,NA,"274"
"399","image","uploads/images/people/JeromeFriedman.jpg","Jerome Friedman portrait",NA,NA,"236"
"401","image","uploads/images/people/LukeTierney.jpg","Luke Tierney portrait",NA,NA,"264"
"402","image","uploads/images/people/MarkMonmonier.jpg","Monmonier portrait",NA,NA,"253"
"404","image","uploads/images/people/StephenFienberg.jpg","Stephen Fienberg portrait",NA,NA,"238"
"405","image","uploads/images/people/WilliamCleveland.gif","Cleveland portrait",NA,NA,"239"
"407","link","http://www.math.yorku.ca/SCS/Online/mosaics/about.html","Tutorial description of mosaic displays",NA,NA,"269"
"408","link","http://www.math.yorku.ca/SCS/Papers/moshist.pdf","Brief history of the mosaic display",NA,NA,"269"
"410","link","http://213.48.46.171/museum/muybridge/Machinery.htm","Muybridge&#039;s zoopraxiscope",NA,NA,"141"
"413","link","http://americanhistory.si.edu/muybridge/index.htm","Eadweard Muybridge&#039;s photography of motion",NA,NA,"141"
"415","link","http://assoc.wanadoo.fr/planetarn/lenautonnier.htm","Biographical sketch",NA,NA,"28"
"416","link","http://booth.lse.ac.uk/static/a/index.html","Charles Booth Online Archive at LSE",NA,NA,"171"
"417","link","http://cassfos01.ucsd.edu/public/tutorial/HR.html","HR Diagram tutorial",NA,NA,"182"
"419","link","http://cepa.newschool.edu/het/profiles/levasseur.htm","Link to bio blurb and texts",NA,NA,"133"
"424","link","http://chem.ch.huji.ac.il/~eugeniik/history/zworykin.htm","Zworykin biography and invention (with images)",NA,NA,"197"
"425","link","http://chemlab.pc.maricopa.edu/periodic/foldedtable.html","Mendeleev periodic table, and other pictorial representations",NA,NA,"136"
"426","link","http://cm.bell-labs.com/cm/ms/departments/sia/video-library/dyndisp85.html","ASA Video Library blurb for video &quot;Dynamic Displays of Data&#039;&#039;",NA,NA,"259"
"427","link","http://cm.bell-labs.com/cm/ms/departments/sia/video-library/kruskal.html","ASA Video Library blurb for video &quot;Multidimensional Scaling&#039;&#039;, with sample frames",NA,NA,"218"
"428","link","http://cm.bell-labs.com/cm/ms/departments/sia/wsc/","Cleveland bio and papers",NA,NA,"239"
"429","link","http://cnx.rice.edu/content/m11970/latest/","A brief history of sunspots",NA,NA,"35"
"430","link","http://cscs.umich.edu/~crshalizi/notebooks/neurath.html","Neurath biography",NA,NA,"198"
"433","link","http://dbhs.wvusd.k12.ca.us/webdocs/Chem-History/Moseley-article.html","Text of Moseley&#039;s article, with scanned graphs",NA,NA,"185"
"434","link","http://de.wikipedia.org/wiki/August_Friedrich_Wilhelm_Crome","Wikipedia bio (German)",NA,NA,"76"
"435","link","http://en.wikipedia.org/wiki/Ben_Shneiderman","Wikipedia: Ben Shneiderman biography",NA,NA,"270"
